62,0
124,1
186,2
248,3
310,4
372,5
434,6
496,7
558,8
620,9
682,10
744,11
806,12
868,13
930,14
992,15
1054,16
1116,17
1178,18
1240,19
1302,20
1364,21
1426,22
1488,23
1550,24
1612,25
1674,26
1736,27
1798,28
1860,29
1922,30
1984,31
2046,32
2108,33
2170,34
2232,35
2294,36
2356,37
2418,38
2480,39
2542,40
2604,41
2666,42
2728,43
2790,44
2852,45
2914,46
2976,47
3038,48
3100,49
3162,50
3224,51
3286,52
3348,53
3410,54
3472,55
3534,56
3596,57
3658,58
3720,59
3782,60
3844,61
3906,62
3968,63
4030,64
4092,65
4154,66
4216,67
4278,68
4340,69
4402,70
4464,71
4526,72
4588,73
4650,74
4712,75
4774,76
4836,77
4898,78
4960,79
5022,80
5084,81
5146,82
5208,83
5270,84
5332,85
5394,86
5456,87
5518,88
5580,89
5642,90
5704,91
5766,92
5828,93
5859,94
5890,95
5921,96
5952,97
5983,98
6014,99
6045,100
6076,101
6107,102
6138,103
6169,104
6200,105
6231,106
6262,107
6293,108
6324,109
6355,110
6386,111
6592,112
6798,113
7004,114
